filename,complete,dname_f,alg_f,k_or_tol_f,mtype_f,perm_mode_f,omp_threads_f,run_id,alg,mtype,k,tol,dname,dfile,perm_mode,tensor_shape,time_transform_matrix,time_data_to_pystarm,compression_ratio,time_compress_ttm_total,time_slicewise_svd,time_slicewise_svdvals,time_thresholds,time_slicewise_svdks,time_reconstruct_matmul,time_reconstruct_ttm_total,absolute_err,relative_err,norm_original,norm_reconstructed
cfd_tsvdmi_40_dct_01234_64_run1,True,cfd,tsvdmi,40,dct,01234,64,run1,tsvdmi,dct,40,None,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0014752449933439493,1.3556098565459251e-05,3.1562623274161736,0.4444692686665803,1.2562106328550726,,,,0.05111796082928777,0.3276093730237335,197.83414886661404,0.04615215186272185,4286.563916999268,4281.996247553249
cfd_tsvdmi_40_dct_01234_8_run1,True,cfd,tsvdmi,40,dct,01234,8,run1,tsvdmi,dct,40,None,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.001822042977437377,2.6170862838625908e-05,3.1562623274161736,0.9914381608832628,8.739174694055691,,,,0.16421088809147477,0.8727451518643647,197.83414886661416,0.046152151862716546,4286.563916999763,4281.996247553261
cfd_tsvdmi_5_dct_01234_16_run1,True,cfd,tsvdmi,5,dct,01234,16,run1,tsvdmi,dct,5,None,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0020868838764727116,1.2194039300084114e-05,25.25009861932939,0.7005368371028453,2.214463450945914,,,,0.04046520101837814,0.642765301046893,1341.5928727940284,0.31297629028079527,4286.563916999532,4071.21097195738
cfd_tsvdmi_5_dct_01234_32_run1,True,cfd,tsvdmi,5,dct,01234,32,run1,tsvdmi,dct,5,None,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.002520398935303092,1.7534010112285614e-05,25.25009861932939,1.793059361167252,1.638420076109469,,,,0.1362301290500909,0.986559082288295,1341.5928727940275,0.3129762902808077,4286.563916999359,4071.210971957376
cfd_tsvdmi_5_dct_01234_64_run1,True,cfd,tsvdmi,5,dct,01234,64,run1,tsvdmi,dct,5,None,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0025441229809075594,1.8595950677990913e-05,25.25009861932939,0.6799175199121237,0.6396827299613506,,,,0.05429771519266069,0.4269756160210818,1341.5928727940272,0.31297629028081425,4286.563916999268,4071.2109719573787
cfd_tsvdmi_5_dct_01234_8_run1,True,cfd,tsvdmi,5,dct,01234,8,run1,tsvdmi,dct,5,None,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0018094491679221392,1.9588042050600052e-05,25.25009861932939,1.214965279912576,3.9271902930922806,,,,0.07093107886612415,0.9220769938547164,1341.5928727940275,0.3129762902807782,4286.563916999763,4071.2109719573737
cfd_tsvdmi_80_dct_01234_16_run1,True,cfd,tsvdmi,80,dct,01234,16,run1,tsvdmi,dct,80,None,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0023372680880129337,1.4176825061440468e-05,1.5781311637080868,0.7899491479620337,7.6792525770142674,,,,0.14675945485942066,0.629143581725657,72.76510640681457,0.016975159548710986,4286.563916999532,4285.946272855909
cfd_tsvdmi_80_dct_01234_32_run1,True,cfd,tsvdmi,80,dct,01234,32,run1,tsvdmi,dct,80,None,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0015416969545185566,9.778887033462524e-06,1.5781311637080868,0.6284163328818977,4.047602626960725,,,,0.08556399284861982,0.37810677313245833,72.76510640681458,0.016975159548711673,4286.563916999359,4285.946272855915
cfd_tsvdmi_80_dct_01234_64_run1,True,cfd,tsvdmi,80,dct,01234,64,run1,tsvdmi,dct,80,None,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0012090299278497696,7.414026185870171e-06,1.5781311637080868,0.43617449584417045,2.070361590012908,,,,0.060892018023878336,0.3267906568944454,72.76510640681457,0.01697515954871203,4286.563916999268,4285.946272855915
cfd_tsvdmi_80_dct_01234_8_run1,True,cfd,tsvdmi,80,dct,01234,8,run1,tsvdmi,dct,80,None,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0018806068692356348,2.674199640750885e-05,1.5781311637080868,1.4699880790431052,14.304032935993746,,,,0.28903556312434375,0.9576265369541943,72.7651064068149,0.016975159548710147,4286.563916999763,4285.946272855925
cfd_tsvdmii_0.0001_dct_01234_16_run1,True,cfd,tsvdmii,0.0001,dct,01234,16,run1,tsvdmii,dct,None,0.0001,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.0020906617864966393,1.9238097593188286e-05,0.7093131222117524,0.7180475268978626,,1.6468069329857826,0.15178646217100322,15.504357496043667,1.776413660030812,0.6586313729640096,0.42863385021279476,9.999474136217378e-05,4286.563916999532,4286.563895568422
cfd_tsvdmii_0.0001_dct_01234_32_run1,True,cfd,tsvdmii,0.0001,dct,01234,32,run1,tsvdmii,dct,None,0.0001,cfd,/global/cfs/cdirs/m4293/starMData/,"(0, 1, 2, 3, 4)","(253, 253, 253, 4, 6)",0.002287557115778327,2.0590145140886307e-05,0.7093131222117524,1.8300990310963243,,1.3177473908290267,0.15056487498804927,8.593763371929526,2.1363213069271296,0.3788457589689642,0.4286338502127945,9.999474136217775e-05,4286.563916999359,4286.563895568435
